"nombreComunidad","fecha","positivos"
"Castilla la Mancha","02/05/2020","17"
"Castilla la Mancha","03/05/2020","47"
"Castilla la Mancha","04/05/2020","21"
"Castilla la Mancha","05/05/2020","12"
"Castilla la Mancha","06/05/2020","10"
"Castilla la Mancha","07/05/2020","14"
"Castilla la Mancha","08/05/2020","7"
"Castilla la Mancha","09/05/2020","10"
"Castilla la Mancha","10/05/2020","12"
"Castilla la Mancha","11/05/2020","31"
"Castilla la Mancha","12/05/2020","31"
"Castilla la Mancha","13/05/2020","40"
"Castilla la Mancha","14/05/2020","31"
"Castilla la Mancha","15/05/2020","40"
"Castilla la Mancha","16/05/2020","28"
"Castilla la Mancha","17/05/2020","14"
"Castilla la Mancha","18/05/2020","29"
"Castilla la Mancha","19/05/2020","33"
"Castilla la Mancha","20/05/2020","29"
"Castilla la Mancha","21/05/2020","20"
"Castilla la Mancha","22/05/2020","42"
"Castilla la Mancha","23/05/2020","31"
"Castilla la Mancha","24/05/2020","20"
"Castilla la Mancha","25/05/2020","38"
"Castilla la Mancha","26/05/2020","38"
"Castilla la Mancha","27/05/2020","39"
"Castilla la Mancha","28/05/2020","40"
"Castilla la Mancha","29/05/2020","25"
"Castilla la Mancha","30/05/2020","37"
"Castilla la Mancha","31/05/2020","11"
"Castilla la Mancha","01/06/2020","26"
"Castilla la Mancha","02/06/2020","28"
"Castilla la Mancha","03/06/2020","39"
"Castilla la Mancha","04/06/2020","39"
"Castilla la Mancha","05/06/2020","36"
"Castilla la Mancha","06/06/2020","14"
"Castilla la Mancha","07/06/2020","14"
"Castilla la Mancha","08/06/2020","34"
"Castilla la Mancha","09/06/2020","22"
"Castilla la Mancha","10/06/2020","19"
"Castilla la Mancha","11/06/2020","10"
"Castilla la Mancha","12/06/2020","20"
"Castilla la Mancha","13/06/2020","8"
"Castilla la Mancha","14/06/2020","12"
"Castilla la Mancha","15/06/2020","13"
"Castilla la Mancha","16/06/2020","20"
"Castilla la Mancha","17/06/2020","15"
"Castilla la Mancha","18/06/2020","12"
"Castilla la Mancha","19/06/2020","12"
"Castilla la Mancha","20/06/2020","19"
"Castilla la Mancha","21/06/2020","15"
"Castilla la Mancha","22/06/2020","8"
"Castilla la Mancha","23/06/2020","14"
"Castilla la Mancha","24/06/2020","21"
"Castilla la Mancha","25/06/2020","15"
"Castilla la Mancha","26/06/2020","25"
"Castilla la Mancha","27/06/2020","19"
"Castilla la Mancha","28/06/2020","11"
"Castilla la Mancha","29/06/2020","11"
"Castilla la Mancha","30/06/2020","11"
"Castilla la Mancha","01/07/2020","16"
"Castilla la Mancha","02/07/2020","14"
"Castilla la Mancha","03/07/2020","22"
"Castilla la Mancha","04/07/2020","19"
"Castilla la Mancha","05/07/2020","16"
"Castilla la Mancha","06/07/2020","13"
"Castilla la Mancha","07/07/2020","6"
"Castilla la Mancha","08/07/2020","16"
"Castilla la Mancha","09/07/2020","17"
"Castilla la Mancha","10/07/2020","21"
"Castilla la Mancha","11/07/2020","16"
"Castilla la Mancha","12/07/2020","20"
"Castilla la Mancha","13/07/2020","3"
"Castilla la Mancha","14/07/2020","4"
"Castilla la Mancha","15/07/2020","14"
"Castilla la Mancha","16/07/2020","10"
"Melilla","31/01/2020","0"
"Melilla","01/02/2020","0"
"Melilla","02/02/2020","0"
"Melilla","03/02/2020","0"
"Melilla","04/02/2020","0"
"Melilla","05/02/2020","0"
"Melilla","06/02/2020","0"
"Melilla","07/02/2020","0"
"Melilla","08/02/2020","0"
"Melilla","09/02/2020","0"
"Melilla","10/02/2020","0"
"Melilla","11/02/2020","0"
"Melilla","12/02/2020","0"
"Melilla","13/02/2020","0"
"Melilla","14/02/2020","0"
"Melilla","15/02/2020","0"
"Melilla","16/02/2020","0"
"Melilla","17/02/2020","0"
"Melilla","18/02/2020","0"
"Melilla","19/02/2020","0"
"Melilla","20/02/2020","0"
"Melilla","21/02/2020","0"
"Melilla","22/02/2020","0"
"Melilla","23/02/2020","0"
"Melilla","24/02/2020","0"
"Melilla","25/02/2020","0"
"Melilla","26/02/2020","0"
"Melilla","27/02/2020","0"
"Melilla","28/02/2020","0"
"Melilla","29/02/2020","0"
"Melilla","01/03/2020","0"
"Melilla","02/03/2020","0"
"Melilla","03/03/2020","0"
"Melilla","04/03/2020","0"
"Melilla","05/03/2020","1"
"Melilla","06/03/2020","1"
"Melilla","07/03/2020","3"
"Melilla","08/03/2020","1"
"Melilla","09/03/2020","2"
"Melilla","10/03/2020","5"
"Melilla","11/03/2020","4"
"Melilla","12/03/2020","3"
"Melilla","13/03/2020","10"
"Melilla","14/03/2020","4"
"Melilla","15/03/2020","3"
"Melilla","16/03/2020","6"
"Melilla","17/03/2020","3"
"Melilla","18/03/2020","6"
"Melilla","19/03/2020","6"
"Melilla","20/03/2020","4"
"Melilla","21/03/2020","3"
"Melilla","22/03/2020","5"
"Melilla","23/03/2020","5"
"Melilla","24/03/2020","1"
"Melilla","25/03/2020","4"
"Melilla","26/03/2020","6"
"Melilla","27/03/2020","5"
"Melilla","28/03/2020","4"
"Melilla","29/03/2020","5"
"Melilla","30/03/2020","3"
"Melilla","31/03/2020","3"
"Melilla","01/04/2020","5"
"Melilla","02/04/2020","3"
"Melilla","03/04/2020","4"
"Melilla","04/04/2020","3"
"Melilla","05/04/2020","1"
"Melilla","06/04/2020","0"
"Melilla","07/04/2020","2"
"Melilla","08/04/2020","0"
"Melilla","09/04/2020","0"
"Melilla","10/04/2020","1"
"Melilla","11/04/2020","0"
"Melilla","12/04/2020","1"
"Melilla","13/04/2020","1"
"Melilla","14/04/2020","0"
"Melilla","15/04/2020","0"
"Melilla","16/04/2020","0"
"Melilla","17/04/2020","0"
"Melilla","18/04/2020","0"
"Melilla","19/04/2020","0"
"Melilla","20/04/2020","2"
"Melilla","21/04/2020","0"
"Melilla","22/04/2020","1"
"Melilla","23/04/2020","0"
"Melilla","24/04/2020","1"
"Melilla","25/04/2020","1"
"Melilla","26/04/2020","0"
"Melilla","27/04/2020","0"
"Melilla","28/04/2020","0"
"Melilla","29/04/2020","1"
"Melilla","30/04/2020","1"
"Melilla","01/05/2020","0"
"Melilla","02/05/2020","0"
"Melilla","03/05/2020","0"
"Melilla","04/05/2020","0"
"Melilla","05/05/2020","0"
"Melilla","06/05/2020","0"
"Melilla","07/05/2020","0"
"Melilla","08/05/2020","0"
"Melilla","09/05/2020","0"
"Melilla","10/05/2020","0"
"Melilla","11/05/2020","0"
"Melilla","12/05/2020","0"
"Melilla","13/05/2020","0"
"Melilla","14/05/2020","0"
"Melilla","15/05/2020","0"
"Melilla","16/05/2020","0"
"Melilla","17/05/2020","0"
"Melilla","18/05/2020","1"
"Melilla","19/05/2020","0"
"Melilla","20/05/2020","0"
"Melilla","21/05/2020","0"
"Melilla","22/05/2020","0"
"Melilla","23/05/2020","0"
"Melilla","24/05/2020","0"
"Melilla","25/05/2020","0"
"Melilla","26/05/2020","0"
"Melilla","27/05/2020","0"
"Melilla","28/05/2020","0"
"Melilla","29/05/2020","0"
"Melilla","30/05/2020","0"
"Melilla","31/05/2020","0"
"Melilla","01/06/2020","1"
"Melilla","02/06/2020","0"
"Melilla","03/06/2020","0"
"Melilla","04/06/2020","0"
"Melilla","05/06/2020","0"
"Melilla","06/06/2020","0"
"Melilla","07/06/2020","0"
"Melilla","08/06/2020","0"
"Melilla","09/06/2020","1"
"Melilla","10/06/2020","0"
"Melilla","11/06/2020","0"
"Melilla","12/06/2020","0"
"Melilla","13/06/2020","0"
"Melilla","14/06/2020","0"
"Melilla","15/06/2020","1"
"Melilla","16/06/2020","0"
"Melilla","17/06/2020","0"
"Melilla","18/06/2020","0"
"Melilla","19/06/2020","0"
"Melilla","20/06/2020","0"
"Melilla","21/06/2020","2"
"Melilla","22/06/2020","0"
"Melilla","23/06/2020","0"
"Melilla","24/06/2020","0"
"Melilla","25/06/2020","0"
"Melilla","26/06/2020","0"
"Melilla","27/06/2020","0"
"Melilla","28/06/2020","0"
"Melilla","29/06/2020","0"
"Melilla","30/06/2020","0"
"Melilla","01/07/2020","0"
"Melilla","02/07/2020","0"
"Melilla","03/07/2020","0"
"Melilla","04/07/2020","0"
"Melilla","05/07/2020","0"
"Melilla","06/07/2020","0"
"Melilla","07/07/2020","0"
"Melilla","08/07/2020","0"
"Melilla","09/07/2020","0"
"Melilla","10/07/2020","0"
"Melilla","11/07/2020","0"
"Melilla","12/07/2020","2"
"Melilla","13/07/2020","0"
"Melilla","14/07/2020","0"
"Melilla","15/07/2020","0"
"Melilla","16/07/2020","0"
"Madrid","31/01/2020","4"
"Madrid","01/02/2020","9"
"Madrid","02/02/2020","6"
"Madrid","03/02/2020","7"
"Madrid","04/02/2020","3"
"Madrid","05/02/2020","4"
"Madrid","06/02/2020","4"
"Madrid","07/02/2020","9"
"Madrid","08/02/2020","8"
"Madrid","09/02/2020","2"
"Madrid","10/02/2020","10"
"Madrid","11/02/2020","8"
"Madrid","12/02/2020","9"
"Madrid","13/02/2020","15"
"Madrid","14/02/2020","11"
"Madrid","15/02/2020","13"
"Madrid","16/02/2020","14"
"Madrid","17/02/2020","19"
"Madrid","18/02/2020","14"
"Madrid","19/02/2020","12"
"Madrid","20/02/2020","22"
"Madrid","21/02/2020","27"
"Madrid","22/02/2020","30"
"Madrid","23/02/2020","44"
"Madrid","24/02/2020","57"
"Madrid","25/02/2020","51"
"Madrid","26/02/2020","69"
"Madrid","27/02/2020","94"
"Madrid","28/02/2020","162"
"Madrid","29/02/2020","108"
"Madrid","01/03/2020","321"
"Madrid","02/03/2020","382"
"Madrid","03/03/2020","395"
"Madrid","04/03/2020","463"
"Madrid","05/03/2020","651"
"Madrid","06/03/2020","793"
"Madrid","07/03/2020","843"
"Madrid","08/03/2020","1054"
"Madrid","09/03/2020","1519"
"Madrid","10/03/2020","1989"
"Madrid","11/03/2020","1970"
"Madrid","12/03/2020","2343"
"Madrid","13/03/2020","2837"
"Madrid","14/03/2020","2562"
"Madrid","15/03/2020","2682"
"Madrid","16/03/2020","2965"
"Madrid","17/03/2020","2789"
"Madrid","18/03/2020","2649"
"Madrid","19/03/2020","2439"
"Madrid","20/03/2020","3104"
"Madrid","21/03/2020","1924"
"Madrid","22/03/2020","1658"
"Madrid","23/03/2020","2130"
"Madrid","24/03/2020","1993"
"Madrid","25/03/2020","1777"
"Madrid","26/03/2020","1552"
"Madrid","27/03/2020","1493"
"Madrid","28/03/2020","1255"
"Madrid","29/03/2020","873"
"Madrid","30/03/2020","1086"
"Madrid","31/03/2020","1076"
"Madrid","01/04/2020","1347"
"Madrid","02/04/2020","1002"
"Madrid","03/04/2020","931"
"Madrid","04/04/2020","715"
"Madrid","05/04/2020","635"
"Madrid","06/04/2020","625"
"Madrid","07/04/2020","748"
"Madrid","08/04/2020","681"
"Madrid","09/04/2020","641"
"Madrid","10/04/2020","709"
"Madrid","11/04/2020","575"
"Madrid","12/04/2020","500"
"Madrid","13/04/2020","382"
"Madrid","14/04/2020","497"
"Madrid","15/04/2020","502"
"Madrid","16/04/2020","597"
"Madrid","17/04/2020","389"
"Madrid","18/04/2020","467"
"Madrid","19/04/2020","265"
"Madrid","20/04/2020","280"
"Madrid","21/04/2020","476"
"Madrid","22/04/2020","457"
"Madrid","23/04/2020","368"
"Madrid","24/04/2020","238"
"Madrid","25/04/2020","131"
"Madrid","26/04/2020","124"
"Madrid","27/04/2020","183"
"Madrid","28/04/2020","230"
"Madrid","29/04/2020","213"
"Madrid","30/04/2020","173"
"Madrid","01/05/2020","192"
"Madrid","02/05/2020","165"
"Madrid","03/05/2020","71"
"Madrid","04/05/2020","95"
"Madrid","05/05/2020","57"
"Madrid","06/05/2020","49"
"Madrid","07/05/2020","64"
"Madrid","08/05/2020","88"
"Madrid","09/05/2020","62"
"Madrid","10/05/2020","89"
"Madrid","11/05/2020","154"
"Madrid","12/05/2020","172"
"Madrid","13/05/2020","118"
"Madrid","14/05/2020","128"
"Madrid","15/05/2020","109"
"Madrid","16/05/2020","69"
"Madrid","17/05/2020","76"
"Madrid","18/05/2020","125"
"Madrid","19/05/2020","116"
"Madrid","20/05/2020","96"
"Madrid","21/05/2020","83"
"Madrid","22/05/2020","83"
"Madrid","23/05/2020","80"
"Madrid","24/05/2020","48"
"Madrid","25/05/2020","137"
"Madrid","26/05/2020","122"
"Madrid","27/05/2020","67"
"Madrid","28/05/2020","98"
"Madrid","29/05/2020","109"
"Madrid","30/05/2020","61"
"Madrid","31/05/2020","57"
"Madrid","01/06/2020","123"
"Madrid","02/06/2020","97"
"Madrid","03/06/2020","124"
"Madrid","04/06/2020","88"
"Madrid","05/06/2020","103"
"Madrid","06/06/2020","52"
"Madrid","07/06/2020","39"
"Madrid","08/06/2020","111"
"Madrid","09/06/2020","77"
"Madrid","10/06/2020","89"
"Madrid","11/06/2020","55"
"Madrid","12/06/2020","127"
"Madrid","13/06/2020","21"
"Madrid","14/06/2020","46"
"Madrid","15/06/2020","103"
"Madrid","16/06/2020","51"
"Madrid","17/06/2020","64"
"Madrid","18/06/2020","77"
"Madrid","19/06/2020","63"
"Madrid","20/06/2020","50"
"Madrid","21/06/2020","32"
"Madrid","22/06/2020","37"
"Madrid","23/06/2020","53"
"Madrid","24/06/2020","35"
"Madrid","25/06/2020","54"
"Madrid","26/06/2020","58"
"Madrid","27/06/2020","27"
"Madrid","28/06/2020","23"
"Madrid","29/06/2020","41"
"Madrid","30/06/2020","63"
"Madrid","01/07/2020","39"
"Madrid","02/07/2020","31"
"Madrid","03/07/2020","53"
"Madrid","04/07/2020","21"
"Madrid","05/07/2020","30"
"Madrid","06/07/2020","44"
"Madrid","07/07/2020","45"
"Madrid","08/07/2020","53"
"Madrid","09/07/2020","42"
"Madrid","10/07/2020","44"
"Madrid","11/07/2020","47"
"Madrid","12/07/2020","37"
"Madrid","13/07/2020","64"
"Madrid","14/07/2020","29"
"Madrid","15/07/2020","12"
"Madrid","16/07/2020","2"
"Canarias","31/01/2020","0"
"Canarias","01/02/2020","0"
"Canarias","02/02/2020","1"
"Canarias","03/02/2020","0"
"Canarias","04/02/2020","1"
"Canarias","05/02/2020","0"
"Canarias","06/02/2020","0"
"Canarias","07/02/2020","0"
"Canarias","08/02/2020","0"
"Canarias","09/02/2020","0"
"Canarias","10/02/2020","0"
"Canarias","11/02/2020","0"
"Canarias","12/02/2020","1"
"Canarias","13/02/2020","0"
"Canarias","14/02/2020","1"
"Canarias","15/02/2020","0"
"Canarias","16/02/2020","2"
"Canarias","17/02/2020","0"
"Canarias","18/02/2020","1"
"Canarias","19/02/2020","1"
"Canarias","20/02/2020","1"
"Canarias","21/02/2020","0"
"Canarias","22/02/2020","0"
"Canarias","23/02/2020","2"
"Canarias","24/02/2020","0"
"Canarias","25/02/2020","2"
"Canarias","26/02/2020","7"
"Canarias","27/02/2020","1"
"Canarias","28/02/2020","8"
"Canarias","29/02/2020","6"
"Canarias","01/03/2020","7"
"Canarias","02/03/2020","12"
"Canarias","03/03/2020","8"
"Canarias","04/03/2020","14"
"Canarias","05/03/2020","16"
"Canarias","06/03/2020","25"
"Canarias","07/03/2020","19"
"Canarias","08/03/2020","34"
"Canarias","09/03/2020","46"
"Canarias","10/03/2020","55"
"Canarias","11/03/2020","59"
"Canarias","12/03/2020","73"
"Canarias","13/03/2020","109"
"Canarias","14/03/2020","97"
"Canarias","15/03/2020","91"
"Canarias","16/03/2020","132"
"Canarias","17/03/2020","93"
"Canarias","18/03/2020","117"
"Canarias","19/03/2020","78"
"Canarias","20/03/2020","117"
"Canarias","21/03/2020","86"
"Canarias","22/03/2020","75"
"Canarias","23/03/2020","97"
"Canarias","24/03/2020","63"
"Canarias","25/03/2020","55"
"Canarias","26/03/2020","62"
"Canarias","27/03/2020","71"
"Canarias","28/03/2020","36"
"Canarias","29/03/2020","42"
"Canarias","30/03/2020","51"
"Canarias","31/03/2020","28"
"Canarias","01/04/2020","51"
"Canarias","02/04/2020","34"
"Canarias","03/04/2020","17"
"Canarias","04/04/2020","29"
"Canarias","05/04/2020","17"
"Canarias","06/04/2020","13"
"Canarias","07/04/2020","26"
"Canarias","08/04/2020","16"
"Canarias","09/04/2020","26"
"Canarias","10/04/2020","14"
"Canarias","11/04/2020","14"
"Canarias","12/04/2020","8"
"Canarias","13/04/2020","13"
"Canarias","14/04/2020","13"
"Canarias","15/04/2020","15"
"Canarias","16/04/2020","15"
"Canarias","17/04/2020","8"
"Canarias","18/04/2020","9"
"Canarias","19/04/2020","15"
"Canarias","20/04/2020","16"
"Canarias","21/04/2020","7"
"Canarias","22/04/2020","7"
"Canarias","23/04/2020","5"
"Canarias","24/04/2020","11"
"Canarias","25/04/2020","4"
"Canarias","26/04/2020","2"
"Canarias","27/04/2020","3"
"Canarias","28/04/2020","4"
"Canarias","29/04/2020","4"
"Canarias","30/04/2020","4"
"Canarias","01/05/2020","9"
"Canarias","02/05/2020","5"
"Canarias","03/05/2020","0"
"Canarias","04/05/2020","3"
"Canarias","05/05/2020","2"
"Canarias","06/05/2020","0"
"Canarias","07/05/2020","1"
"Canarias","08/05/2020","1"
"Canarias","09/05/2020","2"
"Canarias","10/05/2020","1"
"Canarias","11/05/2020","2"
"Canarias","12/05/2020","4"
"Canarias","13/05/2020","5"
"Canarias","14/05/2020","1"
"Canarias","15/05/2020","3"
"Canarias","16/05/2020","5"
"Canarias","17/05/2020","1"
"Canarias","18/05/2020","3"
"Canarias","19/05/2020","9"
"Canarias","20/05/2020","4"
"Canarias","21/05/2020","5"
"Canarias","22/05/2020","3"
"Canarias","23/05/2020","1"
"Canarias","24/05/2020","2"
"Canarias","25/05/2020","4"
"Canarias","26/05/2020","3"
"Canarias","27/05/2020","2"
"Canarias","28/05/2020","7"
"Canarias","29/05/2020","8"
"Canarias","30/05/2020","2"
"Canarias","31/05/2020","1"
"Canarias","01/06/2020","4"
"Canarias","02/06/2020","5"
"Canarias","03/06/2020","4"
"Canarias","04/06/2020","1"
"Canarias","05/06/2020","2"
"Canarias","06/06/2020","4"
"Canarias","07/06/2020","1"
"Canarias","08/06/2020","2"
"Canarias","09/06/2020","2"
"Canarias","10/06/2020","2"
"Canarias","11/06/2020","2"
"Canarias","12/06/2020","3"
"Canarias","13/06/2020","2"
"Canarias","14/06/2020","1"
"Canarias","15/06/2020","1"
"Canarias","16/06/2020","2"
"Canarias","17/06/2020","14"
"Canarias","18/06/2020","0"
"Canarias","19/06/2020","1"
"Canarias","20/06/2020","11"
"Canarias","21/06/2020","1"
"Canarias","22/06/2020","0"
"Canarias","23/06/2020","6"
"Canarias","24/06/2020","1"
"Canarias","25/06/2020","1"
"Canarias","26/06/2020","1"
"Canarias","27/06/2020","0"
"Canarias","28/06/2020","0"
"Canarias","29/06/2020","0"
"Canarias","30/06/2020","5"
"Canarias","01/07/2020","6"
"Canarias","02/07/2020","1"
"Canarias","03/07/2020","4"
"Canarias","04/07/2020","4"
"Canarias","05/07/2020","1"
"Canarias","06/07/2020","1"
"Canarias","07/07/2020","3"
"Canarias","08/07/2020","8"
"Canarias","09/07/2020","4"
"Canarias","10/07/2020","2"
"Canarias","11/07/2020","1"
"Canarias","12/07/2020","4"
"Canarias","13/07/2020","2"
"Canarias","14/07/2020","1"
"Canarias","15/07/2020","8"
"Canarias","16/07/2020","1"
"Andalucia","31/01/2020","0"
"Andalucia","01/02/2020","2"
"Andalucia","02/02/2020","2"
"Andalucia","03/02/2020","1"
"Andalucia","04/02/2020","1"
"Andalucia","05/02/2020","1"
"Andalucia","06/02/2020","2"
"Andalucia","07/02/2020","2"
"Andalucia","08/02/2020","0"
"Andalucia","09/02/2020","1"
"Andalucia","10/02/2020","1"
"Andalucia","11/02/2020","1"
"Andalucia","12/02/2020","1"
"Andalucia","13/02/2020","2"
"Andalucia","14/02/2020","1"
"Andalucia","15/02/2020","4"
"Andalucia","16/02/2020","0"
"Andalucia","17/02/2020","2"
"Andalucia","18/02/2020","3"
"Andalucia","19/02/2020","1"
"Andalucia","20/02/2020","8"
"Andalucia","21/02/2020","5"
"Andalucia","22/02/2020","2"
"Andalucia","23/02/2020","2"
"Andalucia","24/02/2020","5"
"Andalucia","25/02/2020","9"
"Andalucia","26/02/2020","9"
"Andalucia","27/02/2020","11"
"Andalucia","28/02/2020","8"
"Andalucia","29/02/2020","9"
"Andalucia","01/03/2020","34"
"Andalucia","02/03/2020","33"
"Andalucia","03/03/2020","42"
"Andalucia","04/03/2020","34"
"Andalucia","05/03/2020","61"
"Andalucia","06/03/2020","73"
"Andalucia","07/03/2020","77"
"Andalucia","08/03/2020","87"
"Andalucia","09/03/2020","169"
"Andalucia","10/03/2020","221"
"Andalucia","11/03/2020","263"
"Andalucia","12/03/2020","318"
"Andalucia","13/03/2020","487"
"Andalucia","14/03/2020","420"
"Andalucia","15/03/2020","450"
"Andalucia","16/03/2020","573"
"Andalucia","17/03/2020","574"
"Andalucia","18/03/2020","530"
"Andalucia","19/03/2020","556"
"Andalucia","20/03/2020","795"
"Andalucia","21/03/2020","544"
"Andalucia","22/03/2020","523"
"Andalucia","23/03/2020","562"
"Andalucia","24/03/2020","492"
"Andalucia","25/03/2020","522"
"Andalucia","26/03/2020","471"
"Andalucia","27/03/2020","423"
"Andalucia","28/03/2020","324"
"Andalucia","29/03/2020","340"
